Pais;Ecoregion;Km total;Species;size;distance
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;7
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;61
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;79
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;79
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;79
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;15;37
Argentina;Dry Chaco;910,7;Myiopsitta monachus;20;118
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;23
Argentina;Dry Chaco;910,7;Myiopsitta monachus;7;25
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;25
Argentina;Dry Chaco;910,7;Myiopsitta monachus;6;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;23
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;5;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;6;15
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;30
Argentina;Dry Chaco;910,7;Amazona aestiva;2;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;0
Argentina;Dry Chaco;910,7;Amazona aestiva;2;20
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;28
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;10;30
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;4;20
Argentina;Dry Chaco;910,7;Amazona aestiva;20;51
Argentina;Dry Chaco;910,7;Amazona aestiva;2;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;40
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;40
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;40
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;20
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;25;50
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;35
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;15
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;45
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;15
Argentina;Dry Chaco;910,7;Myiopsitta monachus;15;45
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;60
Argentina;Dry Chaco;910,7;Myiopsitta monachus;10;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;40
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;6;150
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;11;270
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;50
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;25
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;15
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;15
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;6;20
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;6;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;15
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;15;7
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;5;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;60
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;10
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;4;70
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;0
Argentina;Espinal;821,6;Cyanoliseus patagonus;17;30
Argentina;Espinal;821,6;Cyanoliseus patagonus;18;150
Argentina;Espinal;821,6;Cyanoliseus patagonus;18;100
Argentina;Espinal;821,6;Cyanoliseus patagonus;12;100
Argentina;Espinal;821,6;Cyanoliseus patagonus;12;70
Argentina;Espinal;821,6;Myiopsitta monachus;2;40
Argentina;Espinal;821,6;Cyanoliseus patagonus;30;50
Argentina;Espinal;821,6;Cyanoliseus patagonus;4;70
Argentina;Espinal;821,6;Cyanoliseus patagonus;5;80
Argentina;Espinal;821,6;Myiopsitta monachus;5;50
Argentina;Espinal;821,6;Cyanoliseus patagonus;7;90
Argentina;Espinal;821,6;Cyanoliseus patagonus;22;120
Argentina;Espinal;821,6;Cyanoliseus patagonus;9;100
Argentina;Espinal;821,6;Cyanoliseus patagonus;1;100
Argentina;Espinal;821,6;Myiopsitta monachus;2;33
Argentina;Espinal;821,6;Myiopsitta monachus;20;50
Argentina;Espinal;821,6;Myiopsitta monachus;1;40
Argentina;Espinal;821,6;Myiopsitta monachus;2;60
Argentina;Espinal;821,6;Myiopsitta monachus;2;10
Argentina;Espinal;821,6;Myiopsitta monachus;1;40
Argentina;Espinal;821,6;Myiopsitta monachus;3;15
Argentina;Espinal;821,6;Myiopsitta monachus;2;80
Argentina;Espinal;821,6;Cyanoliseus patagonus;2;90
Argentina;Espinal;821,6;Cyanoliseus patagonus;6;160
Argentina;Espinal;821,6;Cyanoliseus patagonus;5;50
Argentina;Espinal;821,6;Cyanoliseus patagonus;5;50
Argentina;Espinal;821,6;Cyanoliseus patagonus;2;290
Argentina;Espinal;821,6;Cyanoliseus patagonus;30;60
Argentina;Espinal;821,6;Cyanoliseus patagonus;1;30
Argentina;Espinal;821,6;Cyanoliseus patagonus;6;50
Argentina;Espinal;821,6;Cyanoliseus patagonus;3;10
Argentina;Espinal;821,6;Myiopsitta monachus;3;60
Argentina;Espinal;821,6;Cyanoliseus patagonus;4;45
Argentina;Espinal;821,6;Myiopsitta monachus;30;30
Argentina;Espinal;821,6;Cyanoliseus patagonus;5;15
Argentina;Espinal;821,6;Cyanoliseus patagonus;7;300
Argentina;Espinal;821,6;Cyanoliseus patagonus;10;30
Argentina;Espinal;821,6;Cyanoliseus patagonus;9;40
Argentina;Espinal;821,6;Cyanoliseus patagonus;2;200
Argentina;Espinal;821,6;Cyanoliseus patagonus;7;100
Argentina;Espinal;821,6;Myiopsitta monachus;3;30
Argentina;Espinal;821,6;Cyanoliseus patagonus;3;110
Argentina;Espinal;821,6;Cyanoliseus patagonus;4;5
Argentina;Espinal;821,6;Cyanoliseus patagonus;80;50
Argentina;Espinal;821,6;Cyanoliseus patagonus;120;90
Argentina;Espinal;821,6;Cyanoliseus patagonus;6;100
Argentina;Espinal;821,6;Cyanoliseus patagonus;4;150
Argentina;Espinal;821,6;Cyanoliseus patagonus;8;200
Argentina;Espinal;821,6;Cyanoliseus patagonus;10;150
Argentina;Espinal;821,6;Cyanoliseus patagonus;6;30
Argentina;Espinal;821,6;Cyanoliseus patagonus;10;200
Argentina;Espinal;821,6;Cyanoliseus patagonus;7;40
Argentina;Espinal;821,6;Cyanoliseus patagonus;1;100
Argentina;Espinal;821,6;Cyanoliseus patagonus;19;100
Argentina;Espinal;821,6;Cyanoliseus patagonus;50;350
Argentina;Espinal;821,6;Cyanoliseus patagonus;20;450
Argentina;Espinal;821,6;Cyanoliseus patagonus;3;120
Argentina;Espinal;821,6;Cyanoliseus patagonus;4;148
Argentina;Espinal;821,6;Cyanoliseus patagonus;4;40
Argentina;Espinal;821,6;Cyanoliseus patagonus;121;120
Argentina;Espinal;821,6;Cyanoliseus patagonus;18;250
Argentina;Espinal;821,6;Cyanoliseus patagonus;20;220
Argentina;Espinal;821,6;Cyanoliseus patagonus;44;550
Argentina;Espinal;821,6;Cyanoliseus patagonus;11;350
Argentina;Espinal;821,6;Cyanoliseus patagonus;38;400
Argentina;Espinal;821,6;Cyanoliseus patagonus;1;100
Argentina;Espinal;821,6;Cyanoliseus patagonus;2;180
Argentina;Espinal;821,6;Cyanoliseus patagonus;8;200
Argentina;Espinal;821,6;Cyanoliseus patagonus;55;12
Argentina;Espinal;821,6;Cyanoliseus patagonus;4;250
Argentina;Espinal;821,6;Cyanoliseus patagonus;40;60
Argentina;Espinal;821,6;Cyanoliseus patagonus;3;6
Argentina;Espinal;821,6;Cyanoliseus patagonus;5;5
Argentina;Espinal;821,6;Cyanoliseus patagonus;6;6
Argentina;Espinal;821,6;Myiopsitta monachus;12;15
Argentina;Espinal;821,6;Myiopsitta monachus;3;70
Argentina;Espinal;821,6;Myiopsitta monachus;1;14
Argentina;Espinal;821,6;Cyanoliseus patagonus;7;180
Argentina;Espinal;821,6;Cyanoliseus patagonus;41;300
Argentina;Espinal;821,6;Cyanoliseus patagonus;9;12
Argentina;Espinal;821,6;Myiopsitta monachus;2;0
Argentina;Espinal;821,6;Myiopsitta monachus;3;15
Argentina;Espinal;821,6;Myiopsitta monachus;4;300
Argentina;Espinal;821,6;Myiopsitta monachus;4;0
Argentina;Espinal;821,6;Myiopsitta monachus;4;30
Argentina;Espinal;821,6;Myiopsitta monachus;1;25
Argentina;Espinal;821,6;Myiopsitta monachus;1;15
Argentina;Espinal;821,6;Myiopsitta monachus;1;14
Argentina;Espinal;821,6;Myiopsitta monachus;2;20
Argentina;Espinal;821,6;Myiopsitta monachus;3;32
Argentina;Espinal;821,6;Myiopsitta monachus;2;60
Argentina;Espinal;821,6;Myiopsitta monachus;2;0
Argentina;Espinal;821,6;Myiopsitta monachus;1;25
Argentina;Espinal;821,6;Myiopsitta monachus;2;80
Argentina;Espinal;821,6;Myiopsitta monachus;2;178
Argentina;Espinal;821,6;Myiopsitta monachus;2;54
Argentina;Espinal;821,6;Myiopsitta monachus;2;155
Argentina;Espinal;821,6;Myiopsitta monachus;4;13
Argentina;Espinal;821,6;Myiopsitta monachus;5;55
Argentina;Espinal;821,6;Myiopsitta monachus;2;0
Argentina;Espinal;821,6;Myiopsitta monachus;7;110
Argentina;Espinal;821,6;Myiopsitta monachus;1;31
Argentina;Espinal;821,6;Myiopsitta monachus;3;60
Argentina;Espinal;821,6;Myiopsitta monachus;1;25
Argentina;Espinal;821,6;Myiopsitta monachus;2;0
Argentina;Espinal;821,6;Myiopsitta monachus;7;67
Argentina;Espinal;821,6;Myiopsitta monachus;4;15
Argentina;Espinal;821,6;Myiopsitta monachus;2;20
Argentina;Espinal;821,6;Myiopsitta monachus;2;53
Argentina;Espinal;821,6;Myiopsitta monachus;6;58
Argentina;Espinal;821,6;Myiopsitta monachus;1;35
Argentina;Espinal;821,6;Myiopsitta monachus;1;0
Argentina;Espinal;821,6;Myiopsitta monachus;4;15
Argentina;Espinal;821,6;Myiopsitta monachus;1;23
Argentina;Espinal;821,6;Myiopsitta monachus;7;23
Argentina;Espinal;821,6;Myiopsitta monachus;6;36
Argentina;Espinal;821,6;Myiopsitta monachus;3;28
Argentina;Espinal;821,6;Myiopsitta monachus;4;0
Argentina;Espinal;821,6;Myiopsitta monachus;1;0
Argentina;Espinal;821,6;Myiopsitta monachus;2;120
Argentina;Espinal;821,6;Myiopsitta monachus;3;10
Argentina;Espinal;821,6;Myiopsitta monachus;10;15
Argentina;Espinal;821,6;Myiopsitta monachus;1;15
Argentina;Espinal;821,6;Myiopsitta monachus;1;15
Argentina;Espinal;821,6;Myiopsitta monachus;6;16
Argentina;Espinal;821,6;Myiopsitta monachus;1;26
Argentina;Espinal;821,6;Myiopsitta monachus;3;29
Argentina;Espinal;821,6;Myiopsitta monachus;2;50
Argentina;Espinal;821,6;Myiopsitta monachus;6;54
Argentina;Espinal;821,6;Myiopsitta monachus;2;0
Argentina;Espinal;821,6;Myiopsitta monachus;1;46
Argentina;Espinal;821,6;Myiopsitta monachus;2;80
Argentina;Espinal;821,6;Myiopsitta monachus;4;23
Argentina;Espinal;821,6;Myiopsitta monachus;2;20
Argentina;Espinal;821,6;Myiopsitta monachus;4;20
Argentina;Espinal;821,6;Myiopsitta monachus;3;23
Argentina;Espinal;821,6;Myiopsitta monachus;3;25
Argentina;Espinal;821,6;Myiopsitta monachus;3;23
Argentina;Espinal;821,6;Myiopsitta monachus;5;53
Argentina;Espinal;821,6;Myiopsitta monachus;3;18
Argentina;Espinal;821,6;Myiopsitta monachus;2;30
Argentina;Espinal;821,6;Myiopsitta monachus;3;58
Argentina;Espinal;821,6;Myiopsitta monachus;2;70
Argentina;Espinal;821,6;Myiopsitta monachus;2;40
Argentina;Espinal;821,6;Myiopsitta monachus;6;60
Argentina;Espinal;821,6;Myiopsitta monachus;3;0
Argentina;Espinal;821,6;Myiopsitta monachus;2;40
Argentina;Espinal;821,6;Myiopsitta monachus;3;0
Argentina;Espinal;821,6;Myiopsitta monachus;2;50
Argentina;Espinal;821,6;Myiopsitta monachus;10;30
Argentina;High Monte;529,4;Cyanoliseus patagonus;26;90
Argentina;High Monte;529,4;Cyanoliseus patagonus;18;25
Argentina;High Monte;529,4;Cyanoliseus patagonus;14;20
Argentina;High Monte;529,4;Cyanoliseus patagonus;30;70
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;5
Argentina;High Monte;529,4;Cyanoliseus patagonus;6;3
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;0
Argentina;High Monte;529,4;Cyanoliseus patagonus;1;79
Argentina;High Monte;529,4;Cyanoliseus patagonus;1;69
Argentina;High Monte;529,4;Cyanoliseus patagonus;9;2
Argentina;High Monte;529,4;Cyanoliseus patagonus;150;375
Argentina;High Monte;529,4;Cyanoliseus patagonus;1;56
Argentina;High Monte;529,4;Cyanoliseus patagonus;20;4
Argentina;High Monte;529,4;Cyanoliseus patagonus;10;36
Argentina;High Monte;529,4;Cyanoliseus patagonus;17;0
Argentina;High Monte;529,4;Cyanoliseus patagonus;1;0
Argentina;High Monte;529,4;Cyanoliseus patagonus;100;5
Argentina;High Monte;529,4;Cyanoliseus patagonus;6;10
Argentina;High Monte;529,4;Cyanoliseus patagonus;1;118
Argentina;High Monte;529,4;Cyanoliseus patagonus;1;20
Argentina;High Monte;529,4;Cyanoliseus patagonus;6;0
Argentina;High Monte;529,4;Cyanoliseus patagonus;4;128
Argentina;High Monte;529,4;Cyanoliseus patagonus;3;90
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;15
Argentina;High Monte;529,4;Cyanoliseus patagonus;14;15
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;5
Argentina;High Monte;529,4;Cyanoliseus patagonus;4;0
Argentina;High Monte;529,4;Cyanoliseus patagonus;48;3
Argentina;High Monte;529,4;Cyanoliseus patagonus;3;27
Argentina;High Monte;529,4;Cyanoliseus patagonus;10;219
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;0
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;36
Argentina;High Monte;529,4;Cyanoliseus patagonus;20;128
Argentina;High Monte;529,4;Cyanoliseus patagonus;50;202
Argentina;High Monte;529,4;Cyanoliseus patagonus;150;200
Argentina;High Monte;529,4;Cyanoliseus patagonus;31;0
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;50
Argentina;High Monte;529,4;Cyanoliseus patagonus;3;30
Argentina;High Monte;529,4;Cyanoliseus patagonus;7;51
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;15
Argentina;High Monte;529,4;Cyanoliseus patagonus;1;14
Argentina;High Monte;529,4;Cyanoliseus patagonus;17;35
Argentina;High Monte;529,4;Cyanoliseus patagonus;1;33
Argentina;High Monte;529,4;Cyanoliseus patagonus;6;15
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;25
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;10
Argentina;High Monte;529,4;Cyanoliseus patagonus;55;120
Argentina;High Monte;529,4;Cyanoliseus patagonus;3;200
Argentina;High Monte;529,4;Cyanoliseus patagonus;3;70
Argentina;High Monte;529,4;Cyanoliseus patagonus;68;1
Argentina;High Monte;529,4;Cyanoliseus patagonus;120;12
Argentina;High Monte;529,4;Cyanoliseus patagonus;25;100
Argentina;High Monte;529,4;Cyanoliseus patagonus;5;1
Argentina;High Monte;529,4;Cyanoliseus patagonus;5;3
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;0
Argentina;High Monte;529,4;Cyanoliseus patagonus;4;8
Argentina;High Monte;529,4;Cyanoliseus patagonus;10;20
Argentina;High Monte;529,4;Cyanoliseus patagonus;6;10
Argentina;High Monte;529,4;Cyanoliseus patagonus;75;10
Argentina;High Monte;529,4;Cyanoliseus patagonus;30;20
Argentina;High Monte;529,4;Cyanoliseus patagonus;45;81
Argentina;High Monte;529,4;Cyanoliseus patagonus;20;15
Argentina;High Monte;529,4;Cyanoliseus patagonus;22;27
Argentina;High Monte;529,4;Cyanoliseus patagonus;7;52
Argentina;High Monte;529,4;Cyanoliseus patagonus;7;2
Argentina;High Monte;529,4;Cyanoliseus patagonus;15;70
Argentina;High Monte;529,4;Cyanoliseus patagonus;1;29
Argentina;High Monte;529,4;Cyanoliseus patagonus;1;50
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;15
Argentina;High Monte;529,4;Cyanoliseus patagonus;8;40
Argentina;High Monte;529,4;Cyanoliseus patagonus;20;15
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;20
Argentina;High Monte;529,4;Cyanoliseus patagonus;10;10
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;266
Argentina;High Monte;529,4;Cyanoliseus patagonus;50;69
Argentina;High Monte;529,4;Cyanoliseus patagonus;5;425
Argentina;High Monte;529,4;Cyanoliseus patagonus;90;300
Argentina;High Monte;529,4;Cyanoliseus patagonus;9;40
Argentina;High Monte;529,4;Cyanoliseus patagonus;2;116
Argentina;Humid Chaco;770,2;Myiopsitta monachus;6;20
Argentina;Humid Chaco;770,2;Myiopsitta monachus;3;20
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;30
Argentina;Humid Chaco;770,2;Myiopsitta monachus;1;23
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;35
Argentina;Humid Chaco;770,2;Myiopsitta monachus;1;20
Argentina;Humid Chaco;770,2;Myiopsitta monachus;1;35
Argentina;Humid Chaco;770,2;Myiopsitta monachus;3;20
Argentina;Humid Chaco;770,2;Myiopsitta monachus;7;20
Argentina;Humid Chaco;770,2;Myiopsitta monachus;3;20
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;0
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;0
Argentina;Humid Chaco;770,2;Myiopsitta monachus;1;50
Argentina;Humid Chaco;770,2;Myiopsitta monachus;3;30
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;0
Argentina;Humid Chaco;770,2;Myiopsitta monachus;4;0
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;100
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;0
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;10
Argentina;Humid Chaco;770,2;Myiopsitta monachus;5;40
Argentina;Humid Chaco;770,2;Myiopsitta monachus;4;130
Argentina;Humid Chaco;770,2;Myiopsitta monachus;6;120
Argentina;Humid Chaco;770,2;Myiopsitta monachus;1;40
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;30
Argentina;Humid Chaco;770,2;Myiopsitta monachus;3;10
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;40
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;87
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;50
Argentina;Humid Chaco;770,2;Myiopsitta monachus;1;60
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;50
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;0
Argentina;Humid Chaco;770,2;Myiopsitta monachus;3;20
Argentina;Humid Chaco;770,2;Myiopsitta monachus;1;30
Argentina;Humid Chaco;770,2;Myiopsitta monachus;1;15
Argentina;Humid Chaco;770,2;Myiopsitta monachus;4;40
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;90
Argentina;Humid Chaco;770,2;Myiopsitta monachus;1;50
Argentina;Humid Chaco;770,2;Myiopsitta monachus;2;20
Argentina;Humid Chaco;770,2;Myiopsitta monachus;4;135
